anchor,positif,negatif,kelas
28196170/28196170@N02_identity_0@7010205793_0/09.jpg,28196170/28196170@N02_identity_1@5054092847_0/09.jpg,85772145/85772145@N00_identity_0@246589895_0/09.jpg,"[388, 388, 796]"
29198183/29198183@N00_identity_0@5340439745_0/09.jpg,29198183/29198183@N00_identity_0@2302949295_0/09.jpg,12199582/12199582@N00_identity_2@4716689553_0/09.jpg,"[401, 401, 68]"
21444820/21444820@N02_identity_3@2214870395_0/09.jpg,21444820/21444820@N02_identity_3@2272157092_0/09.jpg,65352062/65352062@N00_identity_0@451730696_0/09.jpg,"[219, 219, 538]"
13370398/13370398@N08_identity_0@8798840197_0/09.jpg,13370398/13370398@N08_identity_0@10092853545_0/09.jpg,82526175/82526175@N00_identity_75@5943107456_1/09.jpg,"[94, 94, 742]"
96552496/96552496@N00_identity_31@805010290_1/09.jpg,96552496/96552496@N00_identity_1@799294743_1/09.jpg,61414741/61414741@N00_identity_7@504827365_1/09.jpg,"[944, 944, 487]"
28196170/28196170@N02_identity_1@6123910256_0/09.jpg,28196170/28196170@N02_identity_0@4881107097_0/09.jpg,20537795/20537795@N00_identity_6@5313478212_0/09.jpg,"[388, 388, 199]"
87652690/87652690@N00_identity_3@8442499744_0/09.jpg,87652690/87652690@N00_identity_3@142466424_1/09.jpg,22415346/22415346@N06_identity_1@3144753365_0/09.jpg,"[822, 822, 242]"
87652690/87652690@N00_identity_3@11666784616_1/09.jpg,87652690/87652690@N00_identity_3@5242353827_0/09.jpg,30873671/30873671@N00_identity_0@86249063_2/09.jpg,"[822, 822, 433]"
69706441/69706441@N03_identity_37@10900382374_0/09.jpg,69706441/69706441@N03_identity_37@10900473564_1/09.jpg,80909625/80909625@N00_identity_7@6956480936_1/09.jpg,"[589, 589, 714]"
87652690/87652690@N00_identity_3@13876683844_0/09.jpg,87652690/87652690@N00_identity_3@8702802946_0/09.jpg,16577770/16577770@N00_identity_9@4194800703_0/09.jpg,"[822, 822, 156]"
73621375/73621375@N00_identity_0@3192094925_0/09.jpg,73621375/73621375@N00_identity_0@3045613922_0/09.jpg,62773263/62773263@N00_identity_17@9033275587_1/09.jpg,"[624, 624, 510]"
79704473/79704473@N00_identity_0@7760559640_0/09.jpg,79704473/79704473@N00_identity_0@8119114925_0/09.jpg,20209085/20209085@N00_identity_2@245110121_0/09.jpg,"[689, 689, 195]"
37996586171/37996586171@N01_identity_5@4096996323_3/09.jpg,37996586171/37996586171@N01_identity_5@4097740458_1/09.jpg,60889911/60889911@N00_identity_6@3983126629_0/09.jpg,"[465, 465, 476]"
85772145/85772145@N00_identity_0@246587667_0/09.jpg,85772145/85772145@N00_identity_0@246594520_1/09.jpg,14591176/14591176@N07_identity_12@2649062335_11/09.jpg,"[796, 796, 123]"
22415346/22415346@N06_identity_1@3143040669_0/09.jpg,22415346/22415346@N06_identity_3@3713609656_0/09.jpg,20209085/20209085@N00_identity_2@4229357199_0/09.jpg,"[242, 242, 195]"
84905000/84905000@N00_identity_1@1441483238_1/09.jpg,84905000/84905000@N00_identity_1@870881371_0/09.jpg,26395196/26395196@N00_identity_16@333374427_0/09.jpg,"[783, 783, 348]"
90779814/90779814@N00_identity_1@4247296732_0/09.jpg,90779814/90779814@N00_identity_28@10127260465_3/09.jpg,17254279/17254279@N00_identity_0@764938030_0/09.jpg,"[863, 863, 162]"
28196170/28196170@N02_identity_0@7012338317_0/09.jpg,28196170/28196170@N02_identity_0@5054084246_1/09.jpg,24756372/24756372@N07_identity_8@9546637158_1/09.jpg,"[388, 388, 305]"
21444820/21444820@N02_identity_3@13526183363_0/09.jpg,21444820/21444820@N02_identity_3@3087658088_0/09.jpg,21430483/21430483@N03_identity_0@2610137330_0/09.jpg,"[219, 219, 218]"
71899102/71899102@N00_identity_10@5310676626_0/09.jpg,71899102/71899102@N00_identity_10@8487412970_0/09.jpg,65954501/65954501@N05_identity_27@7038644003_1/09.jpg,"[609, 609, 547]"
72675636/72675636@N00_identity_1@222977973_0/09.jpg,72675636/72675636@N00_identity_1@4516712110_0/09.jpg,29009731/29009731@N03_identity_57@4368576207_2/09.jpg,"[615, 615, 396]"
87652690/87652690@N00_identity_3@13861743085_1/09.jpg,87652690/87652690@N00_identity_3@2342929506_0/09.jpg,73027420/73027420@N00_identity_2@4437325659_0/09.jpg,"[822, 822, 619]"
65139429/65139429@N00_identity_6@2911364914_0/09.jpg,65139429/65139429@N00_identity_6@182191105_1/09.jpg,84153353/84153353@N00_identity_1@36672705_1/09.jpg,"[534, 534, 771]"
28196170/28196170@N02_identity_1@4879716772_0/09.jpg,28196170/28196170@N02_identity_0@5053744021_0/09.jpg,28980639/28980639@N02_identity_2@5314157050_1/09.jpg,"[388, 388, 395]"
81295529/81295529@N00_identity_5@8381385363_2/09.jpg,81295529/81295529@N00_identity_3@4609923845_0/09.jpg,22841923/22841923@N02_identity_7@3527465029_0/09.jpg,"[720, 720, 252]"
21444820/21444820@N02_identity_3@2375545135_0/09.jpg,21444820/21444820@N02_identity_3@8594109642_0/09.jpg,29789073/29789073@N00_identity_8@5581410734_1/09.jpg,"[219, 219, 409]"
12999139/12999139@N00_identity_0@5366519101_0/09.jpg,12999139/12999139@N00_identity_0@4500436737_1/09.jpg,96112667/96112667@N00_identity_4@2847934446_1/09.jpg,"[88, 88, 933]"
14564599/14564599@N00_identity_0@8072401156_0/09.jpg,14564599/14564599@N00_identity_0@3205479491_0/09.jpg,77354630/77354630@N08_identity_8@10802876784_0/09.jpg,"[121, 121, 659]"
83069173/83069173@N00_identity_1@5324970459_2/09.jpg,83069173/83069173@N00_identity_1@2049662758_3/09.jpg,82526175/82526175@N00_identity_58@5947738255_6/09.jpg,"[753, 753, 742]"
9860698/9860698@N03_identity_0@2250017922_5/09.jpg,9860698/9860698@N03_identity_0@850192795_0/09.jpg,64575479/64575479@N00_identity_1@533481170_0/09.jpg,"[977, 977, 527]"
22562039/22562039@N08_identity_1@2752267331_0/09.jpg,22562039/22562039@N08_identity_1@5209206134_0/09.jpg,21156626/21156626@N00_identity_10@5488777561_0/09.jpg,"[243, 243, 211]"
98894117/98894117@N00_identity_1@2399724048_0/09.jpg,98894117/98894117@N00_identity_1@2396485371_0/09.jpg,10577838/10577838@N07_identity_0@5356718958_5/09.jpg,"[982, 982, 21]"
28196170/28196170@N02_identity_1@8150639499_0/09.jpg,28196170/28196170@N02_identity_1@4882431023_0/09.jpg,92155448/92155448@N00_identity_1@1470812086_1/09.jpg,"[388, 388, 883]"
24133132/24133132@N04_identity_1@4049528029_0/09.jpg,24133132/24133132@N04_identity_1@2693161608_0/09.jpg,22113139/22113139@N00_identity_1@54233529_0/09.jpg,"[287, 287, 229]"
69706441/69706441@N03_identity_37@10900311003_0/09.jpg,69706441/69706441@N03_identity_37@9373687841_1/09.jpg,87652690/87652690@N00_identity_3@13859033855_0/09.jpg,"[589, 589, 822]"
80403443/80403443@N00_identity_0@268145951_0/09.jpg,80403443/80403443@N00_identity_1@33750508_0/09.jpg,68295962/68295962@N00_identity_1@4706238614_0/09.jpg,"[706, 706, 579]"
28196170/28196170@N02_identity_0@8150040377_0/09.jpg,28196170/28196170@N02_identity_0@6102515811_0/09.jpg,31291728/31291728@N05_identity_40@6610572947_0/09.jpg,"[388, 388, 443]"
28196170/28196170@N02_identity_0@4881307787_0/09.jpg,28196170/28196170@N02_identity_1@4878709553_0/09.jpg,10795251/10795251@N08_identity_1@3288164914_1/09.jpg,"[388, 388, 28]"
87652690/87652690@N00_identity_3@11665411213_0/09.jpg,87652690/87652690@N00_identity_3@13885210874_0/09.jpg,99249532/99249532@N00_identity_1@2828494823_1/09.jpg,"[822, 822, 988]"
73621375/73621375@N00_identity_0@14723114_0/09.jpg,73621375/73621375@N00_identity_0@4872607042_0/09.jpg,10289904/10289904@N00_identity_7@12909767504_0/09.jpg,"[624, 624, 9]"
76106449/76106449@N00_identity_0@113163994_0/09.jpg,76106449/76106449@N00_identity_0@1886869165_1/09.jpg,91772175/91772175@N00_identity_1@3639293383_0/09.jpg,"[645, 645, 878]"
24133132/24133132@N04_identity_1@2374332640_0/09.jpg,24133132/24133132@N04_identity_1@2836256835_0/09.jpg,25925793/25925793@N00_identity_2@3590391207_1/09.jpg,"[287, 287, 339]"
28196170/28196170@N02_identity_1@8152779286_0/09.jpg,28196170/28196170@N02_identity_1@4878756909_0/09.jpg,93132003/93132003@N00_identity_2@141127748_0/09.jpg,"[388, 388, 898]"
28196170/28196170@N02_identity_0@5662953968_1/09.jpg,28196170/28196170@N02_identity_1@4882429205_0/09.jpg,14576853/14576853@N00_identity_26@464795482_1/09.jpg,"[388, 388, 122]"
87652690/87652690@N00_identity_3@8285721977_5/09.jpg,87652690/87652690@N00_identity_3@8727935543_0/09.jpg,37996573467/37996573467@N01_identity_1@222129865_1/09.jpg,"[822, 822, 462]"
94343895/94343895@N00_identity_3@2065496843_0/09.jpg,94343895/94343895@N00_identity_0@277383626_0/09.jpg,14507736/14507736@N08_identity_1@5273749348_0/09.jpg,"[912, 912, 118]"
61277402/61277402@N00_identity_1@9481760687_38/09.jpg,61277402/61277402@N00_identity_1@8231259113_5/09.jpg,24133132/24133132@N04_identity_1@2642561507_0/09.jpg,"[485, 485, 287]"
72675636/72675636@N00_identity_1@85775735_6/09.jpg,72675636/72675636@N00_identity_1@3196685128_3/09.jpg,14468234/14468234@N03_identity_1@4747785536_0/09.jpg,"[615, 615, 116]"
73621375/73621375@N00_identity_0@3361043466_0/09.jpg,73621375/73621375@N00_identity_0@3047030983_0/09.jpg,37996574168/37996574168@N01_identity_3@2178684869_2/09.jpg,"[624, 624, 463]"
28196170/28196170@N02_identity_1@5664237124_0/09.jpg,28196170/28196170@N02_identity_1@4878756909_0/09.jpg,18789269/18789269@N00_identity_4@396933232_2/09.jpg,"[388, 388, 181]"
98642193/98642193@N00_identity_2@3319986570_0/09.jpg,98642193/98642193@N00_identity_0@2689078758_0/09.jpg,88891648/88891648@N00_identity_1@2688885876_0/09.jpg,"[978, 978, 839]"
81295529/81295529@N00_identity_5@4610537290_0/09.jpg,81295529/81295529@N00_identity_3@3242141362_0/09.jpg,30129271/30129271@N00_identity_2@797840610_0/09.jpg,"[720, 720, 420]"
65139429/65139429@N00_identity_6@2137422536_1/09.jpg,65139429/65139429@N00_identity_6@2910466057_0/09.jpg,99249532/99249532@N00_identity_1@2338452689_0/09.jpg,"[534, 534, 988]"
25389244/25389244@N00_identity_1@2847905444_0/09.jpg,25389244/25389244@N00_identity_1@2379574096_4/09.jpg,37996619930/37996619930@N01_identity_5@2064456603_0/09.jpg,"[323, 323, 468]"
10700761/10700761@N08_identity_1@4235154814_0/09.jpg,10700761/10700761@N08_identity_1@2757609549_0/09.jpg,25911208/25911208@N04_identity_0@3443679869_0/09.jpg,"[26, 26, 337]"
28196170/28196170@N02_identity_1@5055931580_0/09.jpg,28196170/28196170@N02_identity_1@4882173554_0/09.jpg,31437555/31437555@N00_identity_0@201718903_2/09.jpg,"[388, 388, 447]"
26537856/26537856@N03_identity_1@2613044873_0/09.jpg,26537856/26537856@N03_identity_1@3125819078_0/09.jpg,82895272/82895272@N00_identity_1@528348635_0/09.jpg,"[350, 350, 749]"
24133132/24133132@N04_identity_1@2520785705_0/09.jpg,24133132/24133132@N04_identity_1@2693165558_0/09.jpg,9710088/9710088@N06_identity_0@8153891629_0/09.jpg,"[287, 287, 956]"
21444820/21444820@N02_identity_3@2314231120_0/09.jpg,21444820/21444820@N02_identity_3@7695610962_0/09.jpg,83453884/83453884@N00_identity_1@5971564204_1/09.jpg,"[219, 219, 763]"
68117180/68117180@N00_identity_3@4302239213_0/09.jpg,68117180/68117180@N00_identity_3@4303182526_0/09.jpg,23737563/23737563@N00_identity_2@92103016_0/09.jpg,"[574, 574, 276]"
28196170/28196170@N02_identity_1@6123910256_0/09.jpg,28196170/28196170@N02_identity_0@6123875644_0/09.jpg,31410810/31410810@N06_identity_14@4185786698_3/09.jpg,"[388, 388, 445]"
24133132/24133132@N04_identity_1@2725679240_0/09.jpg,24133132/24133132@N04_identity_1@3319159751_0/09.jpg,62773263/62773263@N00_identity_17@8504667071_0/09.jpg,"[287, 287, 510]"
81295529/81295529@N00_identity_3@4798576251_0/09.jpg,81295529/81295529@N00_identity_3@4572348161_1/09.jpg,11880483/11880483@N03_identity_15@6852268298_0/09.jpg,"[720, 720, 62]"
87652690/87652690@N00_identity_3@4168487039_0/09.jpg,87652690/87652690@N00_identity_3@7049392219_1/09.jpg,68605578/68605578@N00_identity_1@2223594667_0/09.jpg,"[822, 822, 581]"
85632980/85632980@N00_identity_2@4429382557_0/09.jpg,85632980/85632980@N00_identity_2@6900226006_1/09.jpg,99902322/99902322@N00_identity_36@6682502307_2/09.jpg,"[795, 795, 996]"
29306647/29306647@N03_identity_0@4534239430_0/09.jpg,29306647/29306647@N03_identity_0@4500039442_2/09.jpg,15419854/15419854@N06_identity_4@5381270461_0/09.jpg,"[403, 403, 142]"
12774122/12774122@N04_identity_0@2942412413_0/09.jpg,12774122/12774122@N04_identity_0@4794904246_0/09.jpg,87632681/87632681@N00_identity_5@8308799428_0/09.jpg,"[83, 83, 820]"
28196170/28196170@N02_identity_1@6866454390_0/09.jpg,28196170/28196170@N02_identity_1@4926527529_0/09.jpg,14103785/14103785@N00_identity_1@3737414126_0/09.jpg,"[388, 388, 108]"
25389244/25389244@N00_identity_1@108970544_0/09.jpg,25389244/25389244@N00_identity_1@5806891129_1/09.jpg,23215104/23215104@N00_identity_15@427532515_1/09.jpg,"[323, 323, 262]"
21444820/21444820@N02_identity_3@2375545135_0/09.jpg,21444820/21444820@N02_identity_3@8594094828_0/09.jpg,22770426/22770426@N03_identity_1@3614919254_0/09.jpg,"[219, 219, 250]"
87652690/87652690@N00_identity_3@136202301_1/09.jpg,87652690/87652690@N00_identity_3@4173400425_1/09.jpg,95182859/95182859@N00_identity_7@186055841_0/09.jpg,"[822, 822, 921]"
73621375/73621375@N00_identity_0@4658111084_0/09.jpg,73621375/73621375@N00_identity_0@5275152460_0/09.jpg,11880483/11880483@N03_identity_15@6952650953_0/09.jpg,"[624, 624, 62]"
31513185/31513185@N03_identity_0@3668815442_7/09.jpg,31513185/31513185@N03_identity_0@3216610244_0/09.jpg,14540413/14540413@N06_identity_0@7203560086_0/09.jpg,"[448, 448, 120]"
84905000/84905000@N00_identity_1@953990132_0/09.jpg,84905000/84905000@N00_identity_1@5683191224_0/09.jpg,11338642/11338642@N00_identity_0@4801867365_0/09.jpg,"[783, 783, 43]"
81295529/81295529@N00_identity_5@6570351381_0/09.jpg,81295529/81295529@N00_identity_3@3529013283_0/09.jpg,95333849/95333849@N00_identity_0@4820345168_1/09.jpg,"[720, 720, 922]"
13083246/13083246@N03_identity_1@2423695118_0/09.jpg,13083246/13083246@N03_identity_1@3584655121_0/09.jpg,12818386/12818386@N00_identity_4@5900614423_0/09.jpg,"[90, 90, 85]"
87652690/87652690@N00_identity_3@9106046809_1/09.jpg,87652690/87652690@N00_identity_3@11463669694_0/09.jpg,14607477/14607477@N00_identity_0@1459854552_0/09.jpg,"[822, 822, 124]"
16652278/16652278@N00_identity_2@2443459954_2/09.jpg,16652278/16652278@N00_identity_2@4111932400_0/09.jpg,83379078/83379078@N00_identity_2@2289713238_0/09.jpg,"[157, 157, 759]"
87652690/87652690@N00_identity_3@2459478825_1/09.jpg,87652690/87652690@N00_identity_3@7176668483_3/09.jpg,98235404/98235404@N00_identity_3@5887497102_1/09.jpg,"[822, 822, 968]"
16652278/16652278@N00_identity_2@2364650821_0/09.jpg,16652278/16652278@N00_identity_2@4154463549_1/09.jpg,60996171/60996171@N00_identity_27@333881071_1/09.jpg,"[157, 157, 477]"
90779814/90779814@N00_identity_10@10127427916_3/09.jpg,90779814/90779814@N00_identity_1@10127683283_0/09.jpg,83453884/83453884@N00_identity_1@5971559188_0/09.jpg,"[863, 863, 763]"
28196170/28196170@N02_identity_1@5053581953_1/09.jpg,28196170/28196170@N02_identity_0@4882173554_1/09.jpg,12584147/12584147@N04_identity_9@6867514808_0/09.jpg,"[388, 388, 79]"
79704473/79704473@N00_identity_0@8218743437_0/09.jpg,79704473/79704473@N00_identity_0@6325342150_0/09.jpg,79394475/79394475@N00_identity_0@1097940509_0/09.jpg,"[689, 689, 685]"
29427020/29427020@N00_identity_12@3670466578_0/09.jpg,29427020/29427020@N00_identity_12@2064221547_18/09.jpg,10795251/10795251@N08_identity_1@3287346243_1/09.jpg,"[405, 405, 28]"
68117180/68117180@N00_identity_3@4307955081_0/09.jpg,68117180/68117180@N00_identity_3@9478041737_0/09.jpg,72752141/72752141@N00_identity_3@4318756028_1/09.jpg,"[574, 574, 616]"
10992524/10992524@N00_identity_5@3454479006_0/09.jpg,10992524/10992524@N00_identity_2@295929305_1/09.jpg,23215104/23215104@N00_identity_15@541778834_1/09.jpg,"[32, 32, 262]"
21444820/21444820@N02_identity_3@2557910943_0/09.jpg,21444820/21444820@N02_identity_3@8270796563_0/09.jpg,8187741/8187741@N04_identity_8@2563295441_0/09.jpg,"[219, 219, 733]"
61290640/61290640@N08_identity_2@5716309678_0/09.jpg,61290640/61290640@N08_identity_2@5715441643_0/09.jpg,11338642/11338642@N00_identity_0@4802501580_0/09.jpg,"[486, 486, 43]"
26395196/26395196@N00_identity_2@402119226_0/09.jpg,26395196/26395196@N00_identity_2@1389638020_1/09.jpg,14576853/14576853@N00_identity_26@7821476812_0/09.jpg,"[348, 348, 122]"
96552496/96552496@N00_identity_1@788073840_0/09.jpg,96552496/96552496@N00_identity_1@783298099_0/09.jpg,18468763/18468763@N00_identity_2@285418296_2/09.jpg,"[944, 944, 178]"
73621375/73621375@N00_identity_0@5636150398_0/09.jpg,73621375/73621375@N00_identity_0@191239379_4/09.jpg,98894117/98894117@N00_identity_1@2048153655_0/09.jpg,"[624, 624, 982]"
28196170/28196170@N02_identity_0@6102878097_0/09.jpg,28196170/28196170@N02_identity_0@5726474207_0/09.jpg,89636074/89636074@N00_identity_3@1313746269_0/09.jpg,"[388, 388, 843]"
73621375/73621375@N00_identity_0@4701526844_0/09.jpg,73621375/73621375@N00_identity_0@3276032660_2/09.jpg,26536194/26536194@N03_identity_10@3860200399_0/09.jpg,"[624, 624, 349]"
13942517/13942517@N00_identity_2@2609395286_1/09.jpg,13942517/13942517@N00_identity_2@2608835137_0/09.jpg,84764695/84764695@N04_identity_3@8624362955_4/09.jpg,"[103, 103, 780]"
87652690/87652690@N00_identity_3@8442506794_0/09.jpg,87652690/87652690@N00_identity_3@2773246687_0/09.jpg,14799472/14799472@N00_identity_1@872994268_0/09.jpg,"[822, 822, 128]"
24756372/24756372@N07_identity_16@8732541395_0/09.jpg,24756372/24756372@N07_identity_3@8100390648_0/09.jpg,86306470/86306470@N00_identity_1@142599814_0/09.jpg,"[305, 305, 805]"
31121311/31121311@N06_identity_0@5730971066_0/09.jpg,31121311/31121311@N06_identity_0@5803348534_0/09.jpg,30759596/30759596@N02_identity_95@3799939994_0/09.jpg,"[440, 440, 432]"
30274516/30274516@N00_identity_18@427529474_2/09.jpg,30274516/30274516@N00_identity_18@147845156_4/09.jpg,30974104/30974104@N00_identity_0@774234823_1/09.jpg,"[425, 425, 435]"
87652690/87652690@N00_identity_3@2564675830_0/09.jpg,87652690/87652690@N00_identity_3@8357802850_4/09.jpg,102962858/102962858@N03_identity_2@11322079093_2/09.jpg,"[822, 822, 10]"
98642193/98642193@N00_identity_0@1447151659_0/09.jpg,98642193/98642193@N00_identity_2@3658724478_0/09.jpg,91261431/91261431@N00_identity_0@2551393160_0/09.jpg,"[978, 978, 869]"
87652690/87652690@N00_identity_3@136202301_1/09.jpg,87652690/87652690@N00_identity_3@8357676232_0/09.jpg,28196170/28196170@N02_identity_0@6102798325_1/09.jpg,"[822, 822, 388]"
28196170/28196170@N02_identity_1@6100121896_0/09.jpg,28196170/28196170@N02_identity_1@4881139339_0/09.jpg,83884624/83884624@N00_identity_16@8408379259_2/09.jpg,"[388, 388, 770]"
62498572/62498572@N00_identity_2@5077341440_1/09.jpg,62498572/62498572@N00_identity_1@3141231447_2/09.jpg,14261684/14261684@N08_identity_0@4311862006_0/09.jpg,"[504, 504, 112]"
28196170/28196170@N02_identity_0@5663625523_1/09.jpg,28196170/28196170@N02_identity_0@7012201469_1/09.jpg,63131831/63131831@N00_identity_20@57439501_2/09.jpg,"[388, 388, 512]"
79704473/79704473@N00_identity_0@8154666108_0/09.jpg,79704473/79704473@N00_identity_0@6438503963_0/09.jpg,19323926/19323926@N00_identity_1@897105182_2/09.jpg,"[689, 689, 186]"
28196170/28196170@N02_identity_1@6100722833_0/09.jpg,28196170/28196170@N02_identity_0@6103011815_0/09.jpg,72538924/72538924@N00_identity_1@4410263363_1/09.jpg,"[388, 388, 614]"
73621375/73621375@N00_identity_0@4077791174_0/09.jpg,73621375/73621375@N00_identity_0@4541254945_0/09.jpg,21084950/21084950@N05_identity_1@2081701049_0/09.jpg,"[624, 624, 208]"
80081080/80081080@N00_identity_2@2163832531_0/09.jpg,80081080/80081080@N00_identity_2@12772281315_0/09.jpg,83069173/83069173@N00_identity_1@10527453285_2/09.jpg,"[698, 698, 753]"
79704473/79704473@N00_identity_0@6858454678_0/09.jpg,79704473/79704473@N00_identity_0@6527996237_0/09.jpg,18468763/18468763@N00_identity_2@5245749050_1/09.jpg,"[689, 689, 178]"
16448104/16448104@N02_identity_31@2223344841_0/09.jpg,16448104/16448104@N02_identity_31@2159688956_1/09.jpg,25190817/25190817@N02_identity_43@5748005125_0/09.jpg,"[154, 154, 319]"
73621375/73621375@N00_identity_0@3320473034_0/09.jpg,73621375/73621375@N00_identity_0@528536512_0/09.jpg,62248423/62248423@N08_identity_26@8737593587_2/09.jpg,"[624, 624, 501]"
13083246/13083246@N03_identity_1@3585456790_0/09.jpg,13083246/13083246@N03_identity_1@6008056471_0/09.jpg,12985841/12985841@N00_identity_1@2506911622_0/09.jpg,"[90, 90, 87]"
24133132/24133132@N04_identity_1@2296019236_4/09.jpg,24133132/24133132@N04_identity_1@2643388236_1/09.jpg,99249532/99249532@N00_identity_1@2339282146_0/09.jpg,"[287, 287, 988]"
7997397/7997397@N08_identity_1@11657112185_0/09.jpg,7997397/7997397@N08_identity_1@2786692499_0/09.jpg,28845135/28845135@N06_identity_6@6073644780_1/09.jpg,"[694, 694, 394]"
98642193/98642193@N00_identity_2@5334163631_1/09.jpg,98642193/98642193@N00_identity_2@3658715470_0/09.jpg,69706441/69706441@N03_identity_37@10899854073_1/09.jpg,"[978, 978, 589]"
73621375/73621375@N00_identity_0@4147600813_0/09.jpg,73621375/73621375@N00_identity_0@3047029829_0/09.jpg,65514268/65514268@N00_identity_1@7300848336_2/09.jpg,"[624, 624, 540]"
14261684/14261684@N08_identity_0@8345218031_1/09.jpg,14261684/14261684@N08_identity_0@4311853810_0/09.jpg,14391210/14391210@N00_identity_0@2915021967_0/09.jpg,"[112, 112, 115]"
87652690/87652690@N00_identity_3@13878656865_0/09.jpg,87652690/87652690@N00_identity_3@8701715855_0/09.jpg,87168893/87168893@N00_identity_0@3380000448_0/09.jpg,"[822, 822, 815]"
70884545/70884545@N00_identity_3@377404128_0/09.jpg,70884545/70884545@N00_identity_3@336432931_0/09.jpg,76585510/76585510@N00_identity_5@374886021_1/09.jpg,"[600, 600, 650]"
29427020/29427020@N00_identity_12@385994896_0/09.jpg,29427020/29427020@N00_identity_12@289102432_1/09.jpg,14576853/14576853@N00_identity_26@463575892_1/09.jpg,"[405, 405, 122]"
24133132/24133132@N04_identity_1@2296013788_0/09.jpg,24133132/24133132@N04_identity_1@2693164108_0/09.jpg,35034347485/35034347485@N01_identity_2@13677306883_1/09.jpg,"[287, 287, 451]"
61593595/61593595@N00_identity_8@1101058378_0/09.jpg,61593595/61593595@N00_identity_8@510165403_0/09.jpg,68295962/68295962@N00_identity_1@4527913189_0/09.jpg,"[490, 490, 579]"
81295529/81295529@N00_identity_8@8307555375_1/09.jpg,81295529/81295529@N00_identity_3@9706911252_1/09.jpg,112081741/112081741@N02_identity_1@11495869425_0/09.jpg,"[720, 720, 37]"
28196170/28196170@N02_identity_0@6864134082_0/09.jpg,28196170/28196170@N02_identity_1@4881776754_0/09.jpg,17905920/17905920@N00_identity_2@2093597002_3/09.jpg,"[388, 388, 168]"
31121311/31121311@N06_identity_0@5066567441_0/09.jpg,31121311/31121311@N06_identity_0@5998804206_0/09.jpg,9337322/9337322@N05_identity_2@3606042012_1/09.jpg,"[440, 440, 902]"
28196170/28196170@N02_identity_1@4882523004_0/09.jpg,28196170/28196170@N02_identity_1@5662373735_1/09.jpg,13942517/13942517@N00_identity_2@2894696813_1/09.jpg,"[388, 388, 103]"
31513185/31513185@N03_identity_0@6015952080_0/09.jpg,31513185/31513185@N03_identity_0@3977841638_0/09.jpg,23924561/23924561@N00_identity_9@5764647018_0/09.jpg,"[448, 448, 282]"
87652690/87652690@N00_identity_3@11665900054_0/09.jpg,87652690/87652690@N00_identity_3@8696898008_0/09.jpg,25512362/25512362@N00_identity_45@3489295736_2/09.jpg,"[822, 822, 328]"
31513185/31513185@N03_identity_0@6154385985_0/09.jpg,31513185/31513185@N03_identity_0@5047605869_0/09.jpg,16448104/16448104@N02_identity_31@4259464201_1/09.jpg,"[448, 448, 154]"
76529721/76529721@N00_identity_2@3805898964_0/09.jpg,76529721/76529721@N00_identity_7@3815696651_1/09.jpg,70985827/70985827@N00_identity_3@380342687_0/09.jpg,"[649, 649, 602]"
8246716/8246716@N04_identity_0@2449342476_0/09.jpg,8246716/8246716@N04_identity_0@3399219523_0/09.jpg,29021314/29021314@N07_identity_1@11741787936_1/09.jpg,"[741, 741, 397]"
21444820/21444820@N02_identity_3@8639453240_0/09.jpg,21444820/21444820@N02_identity_3@9960080933_0/09.jpg,68026119/68026119@N00_identity_12@6170111524_0/09.jpg,"[219, 219, 572]"
87652690/87652690@N00_identity_3@4462271567_0/09.jpg,87652690/87652690@N00_identity_3@2341978305_0/09.jpg,30065725/30065725@N00_identity_4@3126913529_10/09.jpg,"[822, 822, 415]"
87652690/87652690@N00_identity_3@10166040883_0/09.jpg,87652690/87652690@N00_identity_3@5285370343_0/09.jpg,62498572/62498572@N00_identity_2@4653435603_0/09.jpg,"[822, 822, 504]"
7997397/7997397@N08_identity_1@2624982465_0/09.jpg,7997397/7997397@N08_identity_1@5924093646_0/09.jpg,25803256/25803256@N06_identity_90@5266725970_7/09.jpg,"[694, 694, 335]"
7997397/7997397@N08_identity_1@3610311798_0/09.jpg,7997397/7997397@N08_identity_1@11626757355_0/09.jpg,13516406/13516406@N00_identity_6@176228297_0/09.jpg,"[694, 694, 99]"
28196170/28196170@N02_identity_0@5663625523_1/09.jpg,28196170/28196170@N02_identity_1@5663381677_0/09.jpg,25187164/25187164@N00_identity_2@4285190746_0/09.jpg,"[388, 388, 317]"
91261431/91261431@N00_identity_0@561327882_0/09.jpg,91261431/91261431@N00_identity_0@1673342394_0/09.jpg,68117180/68117180@N00_identity_3@291791247_0/09.jpg,"[869, 869, 574]"
84905000/84905000@N00_identity_1@954790616_0/09.jpg,84905000/84905000@N00_identity_1@1441491918_0/09.jpg,9839335/9839335@N04_identity_2@7721492426_0/09.jpg,"[783, 783, 971]"
72538924/72538924@N00_identity_1@3629988572_0/09.jpg,72538924/72538924@N00_identity_1@9592772000_0/09.jpg,30065725/30065725@N00_identity_4@3126914419_7/09.jpg,"[614, 614, 415]"
31121311/31121311@N06_identity_0@7637936604_0/09.jpg,31121311/31121311@N06_identity_0@6026464360_0/09.jpg,23737563/23737563@N00_identity_2@1010760164_0/09.jpg,"[440, 440, 276]"
